state_name,year,total_geographical_area_sqkm,total_forest_area_sqkm,forest_cover_percentage,very_dense_forest_sqkm,moderate_dense_forest_sqkm,open_forest_sqkm,tree_cover_sqkm,total_green_cover_sqkm,forest_category,required_forest_increase_sqkm,air_quality_index,carbon_emission_tons,industrial_index,pollution_level,industry_category,population,estimated_o2_released_tons,estimated_co2_absorbed_tons,population_category,environmental_risk_score,region_category,o2_co2_balance,forest_area_ratio,population_density
Chhattisgarh,1990,122593,45535,37.14323004,4045,22237,19253,2924,48459,Moderate Forest,9107,222,351377,82,Very Poor,Highly Industrial,94679877,227675,113837.5,Very High Population,65.31,Medium,113837.5,0.3714323,772.3106295
Chhattisgarh,1991,122593,30316,24.72898126,1188,16773,12355,5317,35633,Moderate Forest,6063.2,208,495621,46,Very Poor,Moderate Industrial,25993872,151580,75790,High Population,93.3,Low,75790,0.247289813,212.0339008
Chhattisgarh,1992,122593,42633,34.77604757,8816,15999,17818,2445,45078,Moderate Forest,1278.99,69,307529,73,Moderate,Moderate Industrial,111342743,213165,106582.5,Very High Population,59.52,High,106582.5,0.347760476,908.230837
Chhattisgarh,1993,122593,50730,41.38082925,4559,17724,28447,5678,56408,High Forest,7609.5,192,414231,61,Poor,Moderate Industrial,18073590,253650,126825,Medium/Low Population,98.34,Medium,126825,0.413808292,147.4275856
Chhattisgarh,1994,122593,52962,43.20148785,8447,23405,21110,4074,57036,High Forest,4236.96,129,379567,38,Poor,Low Industrial,1070688,264810,132405,Medium/Low Population,57.84,Low,132405,0.432014879,8.733679737
Chhattisgarh,1995,122593,21837,17.81259941,6331,5889,9617,3260,25097,Low Forest,1746.96,139,358041,77,Poor,Highly Industrial,78937026,109185,54592.5,Very High Population,66.56,Medium,54592.5,0.178125994,643.8950511
Chhattisgarh,1996,122593,43857,35.77447326,1432,21346,21079,3691,47548,Moderate Forest,6578.55,165,526465,49,Poor,Moderate Industrial,90069732,219285,109642.5,Very High Population,2.94,Medium,109642.5,0.357744733,734.7053421
Chhattisgarh,1997,122593,50167,40.92158606,3763,19979,26425,5288,55455,High Forest,10033.4,249,333945,73,Very Poor,Moderate Industrial,87430102,250835,125417.5,Very High Population,31.49,Medium,125417.5,0.409215861,713.1736885
Chhattisgarh,1998,122593,19159,15.62813537,1587,7255,10317,2943,22102,Low Forest,3831.8,224,252391,57,Very Poor,Moderate Industrial,13683741,95795,47897.5,Medium/Low Population,1.82,High,47897.5,0.156281354,111.6192686
Chhattisgarh,1999,122593,27494,22.42705538,2632,16857,8005,5432,32926,Moderate Forest,5498.8,246,483172,51,Very Poor,Moderate Industrial,24128489,137470,68735,High Population,88.96,Low,68735,0.224270554,196.8178363
Chhattisgarh,2000,122593,43045,35.11211896,11230,19047,12768,2392,45437,Moderate Forest,6456.75,168,104333,90,Poor,Highly Industrial,6743079,215225,107612.5,Medium/Low Population,22.44,High,107612.5,0.35112119,55.00378488
Chhattisgarh,2001,122593,35578,29.02123286,11806,13769,10003,4270,39848,Moderate Forest,2846.24,131,211582,66,Poor,Moderate Industrial,63687458,177890,88945,Very High Population,14.1,Low,88945,0.290212329,519.503218
Chhattisgarh,2002,122593,33141,27.03335427,8375,14609,10157,2659,35800,Moderate Forest,2651.28,109,552860,33,Poor,Low Industrial,70392124,165705,82852.5,Very High Population,93.2,Low,82852.5,0.270333543,574.1936652
Chhattisgarh,2003,122593,42765,34.88372093,3736,18462,20567,1243,44008,Moderate Forest,1282.95,85,487236,65,Moderate,Moderate Industrial,67157475,213825,106912.5,Very High Population,15.79,Medium,106912.5,0.348837209,547.8083985
Chhattisgarh,2004,122593,19341,15.7765941,4627,8939,5775,917,20258,Low Forest,2901.15,180,190323,68,Poor,Moderate Industrial,51935473,96705,48352.5,Very High Population,91.84,High,48352.5,0.157765941,423.6414232
Chhattisgarh,2005,122593,43568,35.53873386,11594,8074,23900,4704,48272,Moderate Forest,6535.2,199,526193,87,Poor,Highly Industrial,12739947,217840,108920,Medium/Low Population,0.14,Medium,108920,0.355387339,103.9206725
Chhattisgarh,2006,122593,24770,20.2050688,8041,10697,6032,5557,30327,Moderate Forest,4954,243,590885,66,Very Poor,Moderate Industrial,36600930,123850,61925,High Population,83.67,High,61925,0.202050688,298.5564429
Chhattisgarh,2007,122593,46596,38.00869544,11665,5187,29744,3426,50022,Moderate Forest,3727.68,146,75404,82,Poor,Highly Industrial,91580031,232980,116490,Very High Population,44.1,Medium,116490,0.380086954,747.0249606
Chhattisgarh,2008,122593,42431,34.61127471,11572,17020,13839,1466,43897,Moderate Forest,1272.93,64,557379,73,Moderate,Moderate Industrial,49846436,212155,106077.5,High Population,56.72,Low,106077.5,0.346112747,406.6009968
Chhattisgarh,2009,122593,34355,28.02362288,8363,8927,17065,4507,38862,Moderate Forest,5153.25,176,186644,30,Poor,Low Industrial,4648152,171775,85887.5,Medium/Low Population,47.41,High,85887.5,0.280236229,37.91531327
Chhattisgarh,2010,122593,30813,25.13438777,3552,5206,22055,2132,32945,Moderate Forest,4621.95,190,269990,46,Poor,Moderate Industrial,83940787,154065,77032.5,Very High Population,67.64,Low,77032.5,0.251343878,684.7110928
Chhattisgarh,2011,122593,37783,30.81986737,3391,18153,16239,2060,39843,Moderate Forest,5667.45,187,390921,70,Poor,Moderate Industrial,92936566,188915,94457.5,Very High Population,29.15,Medium,94457.5,0.308198674,758.0903151
Chhattisgarh,2012,122593,53818,43.89973326,7402,19198,27218,4499,58317,High Forest,8072.7,172,287822,55,Poor,Moderate Industrial,50117771,269090,134545,Very High Population,9.01,Low,134545,0.438997333,408.8142961
Chhattisgarh,2013,122593,25227,20.57784702,3820,5802,15605,5449,30676,Moderate Forest,2018.16,120,213821,41,Poor,Moderate Industrial,91971580,126135,63067.5,Very High Population,74.34,Low,63067.5,0.20577847,750.2188543
Chhattisgarh,2014,122593,34711,28.31401467,10540,7998,16173,3935,38646,Moderate Forest,5206.65,168,586746,37,Poor,Low Industrial,116042040,173555,86777.5,Very High Population,50.97,Low,86777.5,0.283140147,946.5633437
Chhattisgarh,2015,122593,43670,35.621936,7495,13392,22783,5303,48973,Moderate Forest,1310.1,88,581554,33,Moderate,Low Industrial,19081929,218350,109175,Medium/Low Population,63.53,Low,109175,0.35621936,155.65268
Chhattisgarh,2016,122593,39896,32.5434568,9208,8983,21705,5667,45563,Moderate Forest,5984.4,163,462642,75,Poor,Highly Industrial,86567850,199480,99740,Very High Population,95.51,High,99740,0.325434568,706.1402364
Chhattisgarh,2017,122593,32284,26.33429315,8697,18579,5008,2195,34479,Moderate Forest,2582.72,117,278826,89,Poor,Highly Industrial,59960587,161420,80710,Very High Population,26.05,Medium,80710,0.263342931,489.1028607
Chhattisgarh,2018,122593,43822,35.7459235,10171,18907,14744,5829,49651,Moderate Forest,3505.76,119,543131,75,Poor,Highly Industrial,5590492,219110,109555,Medium/Low Population,12.39,Medium,109555,0.357459235,45.60204906
Chhattisgarh,2019,122593,50912,41.52928797,5272,22742,22898,1749,52661,High Forest,7636.8,157,485764,34,Poor,Low Industrial,75547561,254560,127280,Very High Population,81.12,Low,127280,0.41529288,616.2469391
Chhattisgarh,2020,122593,40703,33.20173256,5132,12070,23501,5229,45932,Moderate Forest,1221.09,56,440311,55,Moderate,Moderate Industrial,6326704,203515,101757.5,Medium/Low Population,17.48,Medium,101757.5,0.332017326,51.60738378
Chhattisgarh,2021,122593,36588,29.84509719,3270,8233,25085,3747,40335,Moderate Forest,5488.2,196,586159,46,Poor,Moderate Industrial,32275045,182940,91470,High Population,58.97,Low,91470,0.298450972,263.2698849
Chhattisgarh,2022,122593,30812,25.13357206,5397,8755,16660,4357,35169,Moderate Forest,2464.96,126,471187,74,Poor,Moderate Industrial,10051281,176410,77030,High Population,60.57,High,99380,0.251335721,81.98902874
Chhattisgarh,2023,122593,51449,41.96732277,9929,16064,25456,4537,55986,High Forest,7717.35,161,125559,50,Poor,Moderate Industrial,31634271,257245,128622.5,High Population,44.11,Medium,128622.5,0.419673228,258.0430449
Goa,1974,134298,34147,25.42629079,5949,13591,14607,5368,39515,Moderate Forest,1024.41,76,336825,93,Moderate,Highly Industrial,85828605,170735,85367.5,Very High Population,93.02,High,85367.5,0.254262908,639.0907162
Goa,1975,134298,53517,39.84943931,9160,19468,24889,3439,56956,Moderate Forest,4281.36,121,183434,60,Poor,Moderate Industrial,94357976,267585,133792.5,Very High Population,18.2,Medium,133792.5,0.398494393,702.6014982
Goa,1976,134298,41837,31.15236266,10779,14081,16977,1961,43798,Moderate Forest,3346.96,118,136818,77,Poor,Highly Industrial,71693539,209185,104592.5,Very High Population,92.27,High,104592.5,0.311523627,533.8392158
Goa,1977,134298,44311,32.99453454,8998,23299,12014,3966,48277,Moderate Forest,1329.33,68,258197,75,Moderate,Highly Industrial,20939714,221555,110777.5,Very High Population,74.92,Medium,110777.5,0.329945345,155.9197754
Goa,1978,134298,43544,32.42341658,8265,15097,20182,842,44386,Moderate Forest,8708.8,225,589987,82,Very Poor,Highly Industrial,66695375,217720,108860,Very High Population,68.05,Medium,108860,0.324234166,496.6222505
Goa,1979,134298,42602,31.72199139,1085,13004,28513,4057,46659,Moderate Forest,8520.4,247,350811,76,Very Poor,Highly Industrial,2848672,213010,106505,Very High Population,82.86,Low,106505,0.317219914,21.21157426
Goa,1980,134298,50412,37.53741679,11991,8488,29933,4025,54437,Moderate Forest,1512.36,83,272440,52,Moderate,Moderate Industrial,114991769,252060,126030,Very High Population,15.28,High,126030,0.375374168,856.2433469
Goa,1981,134298,38380,28.57823646,11976,15220,11184,2906,41286,Moderate Forest,3070.4,105,200577,53,Poor,Moderate Industrial,110291736,120865,60432.5,Very High Population,55.51,High,60432.5,0.285782365,821.246303
Goa,1982,134298,24173,17.99952345,2629,11602,9942,2806,26979,Low Forest,1933.84,124,438826,82,Poor,Highly Industrial,39957886,172005,86002.5,High Population,52.19,Medium,86002.5,0.179995234,297.5315046
Goa,1983,134298,34401,25.61542242,5920,22372,6109,4610,39011,Moderate Forest,1032.03,54,144149,46,Moderate,Moderate Industrial,43916688,99215,49607.5,High Population,18.29,High,49607.5,0.256154224,327.0092481
Goa,1984,134298,19843,14.77535034,1133,6986,11724,3491,23334,Low Forest,595.29,99,213820,56,Moderate,Moderate Industrial,57011674,221275,110637.5,Very High Population,14.79,High,110637.5,0.147753503,424.5161804
Goa,1985,134298,44255,32.95283623,8908,11380,23967,5257,49512,Moderate Forest,3540.4,136,507542,80,Poor,Highly Industrial,117323398,192655,96327.5,Very High Population,39.95,High,96327.5,0.329528362,873.6049532
Goa,1986,134298,38531,28.69067298,11197,15712,11622,1081,39612,Moderate Forest,5779.65,158,473232,51,Poor,Moderate Industrial,8683977,184265,92132.5,Medium/Low Population,16.47,Medium,92132.5,0.28690673,64.66199794
Goa,1987,134298,36853,27.44121283,9376,7755,19722,2777,39630,Moderate Forest,2948.24,111,342315,55,Poor,Moderate Industrial,17187355,133150,66575,Medium/Low Population,24.66,Medium,66575,0.274412128,127.9792328
Goa,1988,134298,26630,19.82903692,5320,13509,7801,2247,28877,Low Forest,798.9,53,330537,77,Moderate,Highly Industrial,13516488,252625,88205,Medium/Low Population,87.36,Medium,164420,0.198290369,100.6454899
Goa,1989,134298,50525,37.62155803,10796,24638,15091,1572,52097,Moderate Forest,1515.75,74,87086,42,Moderate,Moderate Industrial,87635041,187980,93990,Very High Population,24.2,High,93990,0.37621558,652.5416685
Goa,1990,134298,37596,27.99446008,10763,10662,16171,5044,42640,Moderate Forest,1127.88,93,480073,65,Moderate,Moderate Industrial,58058548,180535,88205,Very High Population,24.13,Medium,92330,0.279944601,432.3113375
Goa,1991,134298,36107,26.88573173,11431,9614,15062,3592,39699,Moderate Forest,1083.21,73,101020,72,Moderate,Moderate Industrial,89733620,288995,144497.5,Very High Population,28.47,High,144497.5,0.268857317,668.1679548
Goa,1992,134298,57799,43.037871,10468,18683,28648,772,58571,High Forest,11559.8,221,233918,85,Very Poor,Highly Industrial,64229469,127380,63690,Very High Population,43.42,Low,63690,0.43037871,478.2608006
Goa,1993,134298,25476,18.96975383,4899,13992,6585,3575,29051,Low Forest,2038.08,121,175741,64,Poor,Moderate Industrial,39221755,109335,54667.5,High Population,78.61,Medium,54667.5,0.189697538,292.0501795
Goa,1994,134298,21867,16.2824465,7263,7865,6739,1528,23395,Low Forest,3280.05,191,170996,82,Poor,Highly Industrial,59808939,164320,82160,Very High Population,18.17,Low,82160,0.162824465,445.3449716
Goa,1995,134298,32864,24.47095266,9667,6294,16903,1026,33890,Moderate Forest,6572.8,207,126983,35,Very Poor,Low Industrial,75088241,185745,92872.5,Very High Population,52.29,High,92872.5,0.244709527,559.1165989
Goa,1996,134298,37149,27.66161819,9829,11689,15631,5936,43085,Moderate Forest,1114.47,87,280721,46,Moderate,Moderate Industrial,17239427,160015,80007.5,Medium/Low Population,65.93,Low,80007.5,0.276616182,128.3669675
Goa,1997,134298,32003,23.8298411,1492,17771,12740,4764,36767,Moderate Forest,2560.24,140,236720,57,Poor,Moderate Industrial,51247611,141630,70815,Very High Population,49.25,Medium,70815,0.238298411,381.5962337
Goa,1998,134298,28326,21.0919001,6816,6364,15146,5813,34139,Moderate Forest,5665.2,231,201000,59,Very Poor,Moderate Industrial,53233426,203520,101760,Very High Population,37.13,Low,101760,0.210919001,396.382865
Goa,1999,134298,40704,30.30871644,6044,13599,21061,5313,46017,Moderate Forest,6105.6,155,302552,88,Poor,Highly Industrial,87220648,168535,84267.5,Very High Population,37.26,Medium,84267.5,0.303087164,649.4560455
Goa,2000,134298,33707,25.09866119,10280,7800,15627,5113,38820,Moderate Forest,5056.05,192,514246,63,Poor,Moderate Industrial,91266816,203885,101942.5,Very High Population,89.91,Medium,101942.5,0.250986612,679.5843274
Goa,2001,134298,40777,30.36307317,10092,17390,13295,812,41589,Moderate Forest,1223.31,94,314023,46,Moderate,Moderate Industrial,64067278,177280,88640,Very High Population,91.76,Low,88640,0.303630732,477.0531058
Goa,2002,134298,35456,26.40098885,4649,17863,12944,4615,40071,Moderate Forest,7091.2,214,592557,42,Very Poor,Moderate Industrial,49872972,178200,89100,High Population,97.78,Medium,89100,0.264009888,371.3604968
Goa,2003,134298,35640,26.53799759,6502,11171,17967,5652,41292,Moderate Forest,2851.2,123,395603,32,Poor,Low Industrial,51519607,157095,78547.5,Very High Population,40.14,Medium,78547.5,0.265379976,383.6215506
Goa,2004,134298,31419,23.39498727,1226,6749,23444,2698,34117,Moderate Forest,942.57,98,318891,63,Moderate,Moderate Industrial,89777306,259070,129535,Very High Population,0.78,Medium,129535,0.233949873,668.4932464
Goa,2005,134298,51814,38.58136383,8124,19850,23840,5862,57676,Moderate Forest,7772.1,198,389316,65,Poor,Moderate Industrial,104277477,328025,102257.5,Very High Population,57.71,High,225767.5,0.385813638,776.4633651
Goa,2006,134298,40903,30.45689437,7324,11295,22284,3068,43971,Moderate Forest,6135.45,172,257087,83,Poor,Highly Industrial,56709610,154920,77460,Very High Population,0.14,High,77460,0.304568944,422.2669734
Goa,2007,134298,30984,23.07108073,4178,7576,19230,2019,33003,Moderate Forest,2478.72,101,78925,48,Poor,Moderate Industrial,57814066,288090,144045,Very High Population,93.96,Medium,144045,0.230710807,430.4908934
Goa,2008,134298,57618,42.9030961,5226,22960,29432,4938,62556,High Forest,11523.6,219,345445,87,Very Poor,Highly Industrial,61991355,262200,131100,Very High Population,50.14,Low,131100,0.429030961,461.5955189
Goa,2009,134298,24719,18.406082,5875,7267,11577,3404,28123,Low Forest,4943.8,204,430456,92,Very Poor,Highly Industrial,115556654,143085,71542.5,Very High Population,93.67,Medium,71542.5,0.18406082,860.4495525
Goa,2010,134298,52440,39.0474914,8851,17301,26288,1093,53533,Moderate Forest,4195.2,132,314720,49,Poor,Moderate Industrial,80812887,172420,86210,Very High Population,23.51,Low,86210,0.390474914,601.7430416
Goa,2011,134298,28617,21.30858241,11129,7547,9941,4471,33088,Moderate Forest,858.51,58,98249,84,Moderate,Highly Industrial,7319548,96695,48347.5,Medium/Low Population,47.23,Medium,48347.5,0.213085824,54.50228596
Goa,2012,134298,34484,25.67722528,6959,5621,21904,3663,38147,Moderate Forest,1034.52,90,372584,77,Moderate,Highly Industrial,16840905,216435,88205,Medium/Low Population,92.22,Low,128230,0.256772253,125.399522
Goa,2013,134298,19339,14.40006553,3841,7944,7554,1439,20778,Low Forest,2900.85,160,141260,93,Poor,Highly Industrial,78547427,256545,128272.5,Very High Population,21.96,Low,128272.5,0.144000655,584.8741381
Goa,2014,134298,43287,32.23205111,7232,20488,15567,4290,47577,Moderate Forest,6493.05,200,73168,60,Poor,Moderate Industrial,1472756,235470,117735,Medium/Low Population,11.84,High,117735,0.322320511,10.96632861
Goa,2015,134298,51309,38.20533441,4688,23590,23031,1342,52651,Moderate Forest,7696.35,180,204652,51,Poor,Moderate Industrial,110200403,205695,102847.5,Very High Population,15.84,Medium,102847.5,0.382053344,820.5662259
Goa,2016,134298,47094,35.06679176,3972,19451,23671,5015,52109,Moderate Forest,3767.52,139,313724,75,Poor,Highly Industrial,68250491,121405,60702.5,Very High Population,29.83,High,60702.5,0.350667918,508.2018422
Goa,2017,134298,41139,30.63262297,9732,7946,23461,4474,45613,Moderate Forest,1234.17,88,150392,50,Moderate,Moderate Industrial,10051281,186435,93217.5,Very High Population,72.5,Medium,93217.5,0.30632623,74.84311754
Goa,2018,134298,24281,18.07994162,2177,13559,8545,1549,25830,Low Forest,728.43,85,261578,71,Moderate,Moderate Industrial,11860415,192495,96247.5,Medium/Low Population,80.17,High,96247.5,0.180799416,88.31415956
Goa,2019,134298,37287,27.76437475,7974,6348,22965,3750,41037,Moderate Forest,7457.4,215,361354,72,Very Poor,Moderate Industrial,119009900,199200,99600,Very High Population,75.86,Low,99600,0.277643747,886.1628617
Goa,2020,134298,38499,28.66684537,1735,24888,11876,4678,43177,Moderate Forest,1154.97,52,181473,46,Moderate,Moderate Industrial,12808970,201625,100812.5,Medium/Low Population,8.49,High,100812.5,0.286668454,95.37722081
Goa,2021,134298,39840,29.66537104,3798,6655,29387,4835,44675,Moderate Forest,3187.2,129,461039,66,Poor,Moderate Industrial,32342052,183525,91762.5,High Population,91.93,Medium,91762.5,0.29665371,240.8230353
Gujarat,1974,43888,22219,50.62659497,3330,10537,8352,3314,25533,High Forest,3332.85,198,185960,43,Poor,Moderate Industrial,50716518,190760,95380,Very High Population,45.7,Medium,95380,0.50626595,1155.589637
Gujarat,1975,43888,38152,86.93036821,4956,7504,25692,1893,40045,Very High Forest,1144.56,53,223065,75,Moderate,Highly Industrial,112382178,108045,54022.5,Very High Population,75.04,Low,54022.5,0.869303682,2560.658449
Gujarat,1976,43888,21609,49.2366934,6610,5109,9890,3937,25546,High Forest,3241.35,183,50191,45,Poor,Moderate Industrial,92440903,203395,101697.5,Very High Population,37.05,Low,101697.5,0.492366934,2106.291082
Gujarat,1977,43888,40679,92.68820634,3976,11636,25067,2639,43318,Very High Forest,1220.37,54,138245,61,Moderate,Moderate Industrial,97495560,219050,109525,Very High Population,83.48,Low,109525,0.926882063,2221.462814
Gujarat,1978,43888,43810,99.82227488,11358,10831,21621,1880,45690,Very High Forest,3504.8,116,213104,84,Poor,Highly Industrial,34843381,253115,126557.5,High Population,85.34,Medium,126557.5,0.998222749,793.9158996
Gujarat,1979,43888,43888,100,9039,17206,24378,3823,54446,Very High Forest,1518.69,78,245714,66,Moderate,Moderate Industrial,30574682,203255,101627.5,High Population,33,Medium,101627.5,1,696.6524335
Gujarat,1980,43888,40651,92.62440758,6691,6840,27120,5952,46603,Very High Forest,8130.2,232,111007,82,Very Poor,Highly Industrial,64404254,206595,103297.5,Very High Population,27.59,Low,103297.5,0.926244076,1467.46842
Gujarat,1981,43888,41319,94.14646373,6016,16843,18460,2067,43386,Very High Forest,8263.8,220,91379,74,Very Poor,Moderate Industrial,72123934,257920,128960,Very High Population,49.07,Medium,128960,0.941464637,1643.363425
Gujarat,1982,43888,43888,100,9912,12093,29579,2455,54039,Very High Forest,1547.52,92,307840,91,Moderate,Highly Industrial,13336085,261880,130940,Medium/Low Population,97.04,Low,130940,1,303.8663188
Gujarat,1983,43888,43888,100,3539,21336,27501,1906,54282,Very High Forest,10475.2,213,71296,51,Very Poor,Moderate Industrial,99193552,176410,70512.5,Very High Population,36.21,High,105897.5,1,2260.152023
Gujarat,1984,43888,28205,64.26585855,9605,10496,8104,4514,32719,Very High Forest,2256.4,117,464559,51,Poor,Moderate Industrial,56875630,138610,69305,Very High Population,50.57,Medium,69305,0.642658585,1295.926677
Gujarat,1985,43888,27722,63.16532993,4340,13833,9549,4860,32582,Very High Forest,831.66,85,232777,93,Moderate,Highly Industrial,1176484,159125,79562.5,Medium/Low Population,47.57,Medium,79562.5,0.631653299,26.80650747
Gujarat,1986,43888,41435,94.41077288,3506,16014,21915,5775,47210,Very High Forest,3314.8,105,203374,80,Poor,Highly Industrial,79558953,184760,92380,Very High Population,62.9,Medium,92380,0.944107729,1812.772352
Gujarat,1987,43888,31825,72.51412687,6334,9569,15922,3517,35342,Very High Forest,4773.75,185,191422,45,Poor,Moderate Industrial,41520720,153165,76582.5,High Population,10.85,Low,76582.5,0.725141269,946.0608822
Gujarat,1988,43888,36952,84.19613562,5033,9996,21923,2016,38968,Very High Forest,1108.56,83,190196,46,Moderate,Moderate Industrial,115078756,176410,94887.5,Very High Population,47.94,High,81522.5,0.841961356,2622.100711
Gujarat,1989,43888,30633,69.79812249,2677,8775,19181,5973,36606,Very High Forest,6126.6,234,316793,88,Very Poor,Highly Industrial,31353615,178680,89340,High Population,54.24,High,89340,0.697981225,714.4006334
Gujarat,1990,43888,37955,86.48149836,6980,9727,21248,2080,40035,Very High Forest,7591,243,492141,70,Very Poor,Moderate Industrial,21728405,203705,101852.5,High Population,9.31,Low,101852.5,0.864814984,495.0876094
Gujarat,1991,43888,35736,81.42544659,6080,5244,24412,1295,37031,Very High Forest,1072.08,63,285112,48,Moderate,Moderate Industrial,74842930,195940,97970,Very High Population,38.89,High,97970,0.814254466,1705.316487
Gujarat,1992,43888,40741,92.82947503,1270,23303,16168,4381,45122,Very High Forest,6111.15,184,479971,57,Poor,Moderate Industrial,10940239,152035,76017.5,Medium/Low Population,50.36,Medium,76017.5,0.92829475,249.276317
Gujarat,1993,43888,39188,89.29092235,9923,13096,16169,1387,40575,Very High Forest,5878.2,168,513830,72,Poor,Moderate Industrial,112223391,165845,82922.5,Very High Population,81.93,High,82922.5,0.892909223,2557.040444
Gujarat,1994,43888,30407,69.28317536,4991,11035,14381,3908,34315,Very High Forest,6081.4,250,382262,35,Very Poor,Low Industrial,53704770,148030,74015,Very High Population,89.98,Medium,74015,0.692831754,1223.677771
Gujarat,1995,43888,36761,83.76093693,1681,6732,28348,4202,40963,Very High Forest,5514.15,160,568211,33,Poor,Low Industrial,62425990,152210,76105,Very High Population,65.28,High,76105,0.837609369,1422.393137
Gujarat,1996,43888,33169,75.57646737,2645,17582,12942,5286,38455,Very High Forest,4975.35,167,456991,32,Poor,Low Industrial,97432774,159580,79790,Very High Population,86.76,Low,79790,0.755764674,2220.032218
Gujarat,1997,43888,29606,67.4580751,3649,14011,11946,1628,31234,Very High Forest,888.18,75,242140,37,Moderate,Low Industrial,48245434,254120,127060,High Population,87.55,Medium,127060,0.674580751,1099.285317
Gujarat,1998,43888,30442,69.36292381,9059,12540,8843,3196,33638,Very High Forest,913.26,94,333901,65,Moderate,Moderate Industrial,112764304,244745,122372.5,Very High Population,64.89,Medium,122372.5,0.693629238,2569.365293
Gujarat,1999,43888,31916,72.72147284,7022,19429,5465,5992,37908,Very High Forest,6383.2,202,343034,74,Very Poor,Moderate Industrial,71007380,218765,109382.5,Very High Population,95.82,High,109382.5,0.727214728,1617.922439
Gujarat,2000,43888,43888,100,6217,18693,27354,3726,55990,Very High Forest,10452.8,230,228938,48,Very Poor,Moderate Industrial,50356149,151345,75672.5,Very High Population,3.1,Medium,75672.5,1,1147.378532
Gujarat,2001,43888,43888,100,4035,24986,21803,3939,54763,Very High Forest,7623.6,151,504334,71,Poor,Moderate Industrial,37570590,130135,65067.5,High Population,54.38,Low,65067.5,1,856.0560973
Gujarat,2002,43888,43888,100,4950,22859,21140,4275,53224,Very High Forest,1468.47,72,505984,43,Moderate,Moderate Industrial,90170208,237030,88205,Very High Population,62.49,Medium,148825,1,2054.55268
Gujarat,2003,43888,43753,99.69239883,3766,10939,29048,1944,45697,Very High Forest,6562.95,187,50750,43,Poor,Moderate Industrial,45760164,126435,63217.5,High Population,35.35,Low,63217.5,0.996923988,1042.657765
Gujarat,2004,43888,30269,68.96873861,6308,12781,11180,2868,33137,Very High Forest,6053.8,250,170367,81,Very Poor,Highly Industrial,2886665,176590,88295,Medium/Low Population,26.48,High,88295,0.689687386,65.77344604
Gujarat,2005,43888,26027,59.30322639,5151,15063,5813,4406,30433,High Forest,780.81,57,140429,33,Moderate,Low Industrial,116114707,164285,82142.5,Very High Population,85.65,High,82142.5,0.593032264,2645.705136
Gujarat,2006,43888,43888,100,7651,15432,24323,2126,49532,Very High Forest,7110.9,198,100937,34,Poor,Low Industrial,94149561,220055,110027.5,Very High Population,36.85,Medium,110027.5,1,2145.223318
Gujarat,2007,43888,25287,57.6171163,4853,10939,9495,4731,30018,High Forest,2022.96,108,422496,45,Poor,Moderate Industrial,86829640,180380,90190,Very High Population,53.24,Low,90190,0.576171163,1978.43693
Gujarat,2008,43888,35318,80.47302224,1492,10699,23127,5149,40467,Very High Forest,1059.54,61,489534,67,Moderate,Moderate Industrial,68042702,303495,162950,Very High Population,36.2,Medium,140545,0.804730222,1550.371445
Gujarat,2009,43888,32857,74.8655669,1396,20967,10494,2763,35620,Very High Forest,2628.56,135,438906,61,Poor,Moderate Industrial,49740148,267100,133550,High Population,98.19,High,133550,0.748655669,1133.342782
Gujarat,2010,43888,43888,100,3882,16277,23852,616,44627,Very High Forest,8802.2,237,53854,83,Very Poor,Highly Industrial,21534790,92635,46317.5,High Population,61.31,Low,46317.5,1,490.676039
Gujarat,2011,43888,36076,82.20014583,8669,19227,8180,3688,39764,Very High Forest,1082.28,82,488510,30,Moderate,Low Industrial,89476957,267905,133952.5,Very High Population,22.71,Low,133952.5,0.822001458,2038.756767
Gujarat,2012,43888,43888,100,8161,23077,29461,2328,63027,Very High Forest,1820.97,95,152101,94,Moderate,Highly Industrial,119138381,295395,147697.5,Very High Population,24.41,High,147697.5,1,2714.600369
Gujarat,2013,43888,43888,100,5107,23608,24705,3486,56906,Very High Forest,8013,181,512362,92,Poor,Highly Industrial,83267693,193515,96757.5,Very High Population,1.94,Low,96757.5,1,1897.277001
Gujarat,2014,43888,18527,42.21427269,1655,5589,11283,2785,21312,High Forest,3705.4,207,182357,94,Very Poor,Highly Industrial,93695317,239335,119667.5,Very High Population,27.34,Medium,119667.5,0.422142727,2134.873246
Gujarat,2015,43888,43888,100,6082,18173,29326,2317,55898,Very High Forest,8037.15,180,358590,90,Poor,Highly Industrial,72748316,148950,74475,Very High Population,63.83,Medium,74475,1,1657.590139
Gujarat,2016,43888,43888,100,9252,22116,27711,2415,61494,Very High Forest,8861.85,194,543024,64,Poor,Moderate Industrial,21208181,200235,100117.5,High Population,96.19,High,100117.5,1,483.2341642
Gujarat,2017,43888,38703,88.18583668,3769,7659,27275,1389,40092,Very High Forest,1161.09,66,127466,80,Moderate,Highly Industrial,26356778,218185,109092.5,High Population,19.17,Low,109092.5,0.881858367,600.5463452
Gujarat,2018,43888,43888,100,4257,16972,26638,1104,48971,Very High Forest,9573.4,202,399039,46,Very Poor,Moderate Industrial,7053070,304725,152362.5,Medium/Low Population,89.34,Low,152362.5,1,160.7061156
